"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"485",2,1,16,2,2,1,2,2,3,3,2,2,1,1,0,0,1,0,0,1,0,0,0,4,3,4,1,2,1,6,7,7,8
"486",2,1,17,1,1,2,2,2,1,3,1,2,2,2,0,0,1,0,0,1,1,1,0,4,3,5,1,2,4,0,11,10,11
"487",2,1,16,2,1,2,2,2,3,4,1,1,1,1,1,0,1,1,1,0,1,1,0,4,4,3,1,4,3,1,9,10,10
"488",2,1,18,1,2,1,3,2,3,3,1,3,2,3,2,0,1,0,0,0,0,0,1,3,3,2,1,1,2,6,7,9,10
"489",2,1,19,NA,1,2,1,1,1,4,1,2,1,3,1,0,0,0,1,1,0,0,1,5,3,1,1,1,3,6,7,9,9
"490",2,2,18,1,1,2,1,1,3,3,2,2,2,1,1,0,0,0,1,1,0,1,0,4,4,3,3,4,4,0,8,9,10
"491",2,1,18,1,1,2,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,1,1,3,2,3,1,1,2,4,9,11,10
"492",2,1,19,2,1,2,1,1,3,3,1,3,2,2,1,0,1,0,0,1,1,1,1,1,1,4,4,1,1,12,7,8,9
"493",2,1,16,1,1,1,2,2,2,3,1,2,1,2,0,0,0,0,0,0,1,0,1,3,3,2,1,1,3,2,8,10,10
"494",2,1,17,2,1,2,0,1,3,1,1,1,2,1,0,0,0,0,1,0,1,0,0,2,4,4,3,5,5,5,9,9,10
"495",2,1,16,1,2,2,1,2,1,3,1,2,1,2,0,0,0,0,1,1,0,1,0,4,4,5,1,3,3,0,8,9,9
"496",2,1,16,2,1,2,3,3,3,3,4,2,1,1,0,0,0,0,1,1,0,1,1,4,5,4,1,1,4,0,14,13,13
"497",2,1,16,1,2,2,1,1,4,4,2,2,1,1,0,0,1,0,1,1,1,1,1,4,4,4,2,2,4,2,14,14,14
"498",2,2,17,2,1,2,3,3,4,1,1,2,2,4,1,0,1,1,1,1,1,0,0,5,4,5,3,4,5,0,10,11,10
"499",2,1,16,2,1,2,2,1,3,4,1,2,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,0,14,13,14
"500",2,1,16,2,1,2,2,2,4,3,1,2,1,1,0,0,1,1,1,1,1,0,1,4,2,5,1,2,5,0,17,16,16
"501",2,2,17,2,1,2,1,2,3,3,1,1,1,1,1,0,1,0,1,1,0,1,1,5,3,5,5,5,1,12,6,7,7
"502",2,2,16,NA,2,2,4,3,3,3,1,1,1,1,0,0,0,0,1,1,1,1,0,4,2,5,1,5,5,8,14,12,13
"503",2,2,17,1,2,2,2,2,4,4,3,2,3,4,1,0,1,0,0,1,1,0,0,1,3,5,3,5,3,2,10,8,9
"504",2,1,16,2,1,2,1,1,3,3,1,3,1,4,0,1,1,0,1,1,1,1,0,2,2,1,1,1,5,0,14,14,14
"505",2,1,19,NA,2,2,2,2,3,3,2,2,1,3,0,0,0,0,0,1,1,1,1,5,4,5,1,1,1,0,12,13,13
"506",2,1,17,1,1,2,1,1,1,3,4,2,2,1,0,0,1,0,1,0,1,1,1,4,4,5,1,2,5,0,11,11,11
"507",2,1,20,2,1,2,3,3,1,4,3,2,2,2,1,0,0,0,1,1,1,1,1,3,3,4,2,4,3,8,11,9,10
"508",2,1,17,2,2,2,1,1,3,4,1,1,1,3,0,0,1,0,0,1,1,0,1,4,3,3,1,1,3,0,11,11,10
"509",2,2,17,1,1,2,2,2,3,3,1,2,3,1,1,0,1,0,0,0,1,1,0,4,4,5,1,2,5,0,10,9,9
"510",2,1,16,1,2,2,1,1,1,3,1,1,3,2,0,0,1,0,0,1,1,0,0,5,3,2,1,1,1,0,16,17,18
"511",2,1,17,1,1,2,2,2,3,3,4,2,2,2,0,0,1,0,1,1,1,0,0,5,3,2,1,1,1,0,15,17,17
"512",2,1,17,2,1,1,1,0,3,3,3,2,2,2,0,0,0,0,0,1,1,1,1,4,4,5,1,1,4,1,11,9,10
"513",2,1,18,1,1,2,1,1,1,3,3,2,1,2,1,0,1,0,0,1,1,1,1,4,3,2,1,1,5,9,7,7,7
"514",2,1,16,2,1,2,3,1,3,3,1,2,1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,3,1,0,8,6,8
"515",2,1,16,2,1,2,3,2,4,1,1,2,1,1,0,0,0,0,0,1,1,1,0,3,1,3,1,4,3,2,7,6,7
"516",2,1,18,2,2,2,1,1,3,1,4,2,2,2,0,1,0,0,0,1,1,0,0,2,3,5,1,4,3,8,9,8,10
"517",2,1,16,1,1,2,4,4,2,5,4,1,1,2,0,0,0,0,1,0,1,1,1,4,3,3,2,3,2,0,14,16,16
"518",2,1,16,1,2,2,1,2,3,3,4,2,2,1,0,0,0,0,1,1,1,1,0,5,4,5,1,4,2,0,14,14,15
"519",2,1,18,2,1,1,2,4,3,4,4,1,1,2,1,0,1,0,0,1,1,1,0,2,3,2,1,3,1,8,8,5,8
"520",2,2,16,1,1,2,2,1,3,4,4,2,2,2,0,0,0,0,1,1,1,1,0,5,2,1,1,1,2,0,8,7,0
"521",2,1,16,2,2,2,1,1,1,3,3,2,3,2,0,0,1,0,0,1,1,1,0,4,3,2,1,3,5,6,6,8,8
"522",2,1,16,1,1,2,2,3,1,4,3,2,2,2,0,0,1,0,1,1,1,1,0,3,3,3,1,1,2,0,8,10,10
"523",2,1,16,2,1,2,4,4,2,2,1,2,1,2,0,0,1,0,0,1,1,1,1,4,3,4,1,2,3,4,8,8,8
"524",2,2,18,NA,2,2,4,4,1,2,2,2,1,4,0,0,1,0,1,1,0,1,1,5,5,5,5,5,5,2,5,6,6
"525",2,1,16,1,2,2,3,4,1,3,3,2,3,2,0,0,1,0,0,0,1,0,0,4,2,1,1,1,2,2,7,9,8
"526",2,2,17,2,2,2,4,4,3,4,2,2,1,3,0,0,1,0,0,1,1,1,0,4,4,3,1,2,5,0,15,14,16
"527",2,1,17,1,1,2,4,1,3,3,3,2,1,1,0,0,0,0,0,1,1,1,1,4,2,3,1,2,5,1,13,14,14
"528",2,2,16,2,2,2,2,2,4,4,3,2,4,3,0,0,0,0,0,1,1,0,0,5,1,3,2,2,3,0,10,9,10
"529",2,1,17,1,1,2,2,2,1,3,3,2,1,1,0,0,1,1,0,1,1,1,0,5,1,3,1,2,5,5,9,9,9
"530",2,1,16,2,2,2,4,4,4,4,3,1,2,1,0,0,1,0,0,1,1,0,0,5,1,3,1,2,5,1,11,11,11
"531",2,2,17,2,1,2,3,3,4,4,2,2,1,1,0,0,1,0,1,1,1,1,0,4,1,4,5,5,3,8,7,10,9
"532",2,2,17,2,1,2,1,1,1,4,3,2,3,2,0,0,0,0,0,1,1,1,1,5,1,3,3,3,1,0,10,10,10
"533",2,2,16,2,1,2,2,1,2,4,3,2,2,2,0,0,0,0,0,0,1,1,1,4,2,2,1,4,5,2,9,7,8
"534",2,1,16,2,2,2,2,1,3,4,3,2,1,2,0,0,0,0,0,1,1,1,1,3,2,2,1,1,3,0,14,15,16
"535",2,2,16,2,2,2,4,4,5,2,3,1,1,1,0,0,1,0,0,1,1,1,0,4,1,2,2,5,5,0,11,12,12
"536",2,2,15,1,1,2,1,2,3,4,1,2,3,2,0,0,1,0,1,1,1,0,0,5,5,5,1,3,5,11,9,11,10
"537",2,2,15,2,2,1,2,2,3,3,4,2,3,4,0,0,1,0,1,1,1,0,0,5,4,5,2,3,5,8,13,14,14
"538",2,2,15,NA,2,1,2,1,4,4,1,2,1,1,0,0,0,0,1,1,1,1,0,4,3,3,1,2,5,11,12,13,12
"539",2,1,16,1,2,2,2,2,3,3,1,2,1,3,0,0,1,0,0,0,1,0,1,4,3,3,2,2,5,2,11,11,11
"540",2,1,16,2,2,2,4,1,3,3,2,2,2,2,0,0,1,0,1,1,1,1,0,1,2,4,2,2,1,8,9,10,10
"541",2,1,17,2,1,2,3,2,1,3,2,2,2,1,0,0,0,0,0,1,1,0,1,4,3,3,2,2,1,5,9,11,11
"542",2,1,17,1,1,2,2,2,3,3,3,2,2,2,0,1,0,1,0,1,1,0,0,5,1,3,1,1,5,0,11,9,11
"543",2,1,16,2,1,2,4,4,5,4,1,2,2,3,0,0,1,0,0,1,1,1,1,5,3,5,1,4,5,1,10,11,12
"544",2,2,17,1,1,2,4,4,2,3,1,1,3,1,3,0,0,0,1,1,1,1,1,3,3,3,1,3,5,2,9,9,8
"545",2,2,17,1,2,2,1,3,3,3,1,1,2,1,0,0,0,0,1,1,1,0,1,5,1,2,3,3,5,2,12,11,12
"546",2,2,17,2,1,2,3,4,4,3,3,2,1,2,1,0,1,0,1,0,1,1,1,5,4,4,3,4,5,8,8,9,8
"547",2,1,17,2,1,2,4,4,2,2,1,1,1,2,0,0,1,0,0,1,1,1,0,5,2,5,1,1,5,0,13,15,16
"548",2,2,16,1,2,2,4,1,3,1,3,1,1,1,0,0,0,0,0,1,1,1,0,4,1,2,2,1,2,0,10,11,11
"549",2,1,17,2,1,1,1,1,1,1,3,2,1,2,0,0,0,0,1,1,1,1,1,4,5,5,1,2,3,2,11,10,11
"550",2,1,17,1,1,2,4,2,3,3,1,2,2,2,0,1,1,0,0,0,1,1,0,4,3,3,2,3,5,0,17,18,18
"551",2,2,16,2,2,1,2,2,3,4,1,1,2,2,0,0,1,0,0,0,1,1,1,4,1,2,2,2,5,0,12,13,13
"552",2,2,17,2,1,2,3,2,3,3,3,1,2,2,0,0,1,1,0,1,1,1,0,4,1,2,2,2,1,0,13,14,13
"553",2,2,19,2,1,2,1,1,3,3,3,2,1,2,2,0,1,0,1,1,0,1,0,4,4,3,3,4,4,2,9,9,10
"554",2,2,17,2,2,1,1,0,3,3,2,2,1,1,0,0,0,0,0,1,1,0,1,4,1,2,1,1,5,4,11,11,12
"555",2,1,17,1,1,2,1,1,1,1,1,1,2,1,0,0,1,0,1,1,0,1,1,3,5,5,2,2,4,3,10,11,10
"556",2,1,16,NA,1,2,1,2,3,3,2,1,1,3,0,1,1,0,0,0,1,1,1,4,3,4,1,1,3,5,13,14,13
"557",2,2,16,NA,2,2,1,2,3,1,1,2,1,1,0,0,0,0,0,1,1,0,0,4,4,4,2,4,5,4,9,10,11
"558",2,1,17,1,1,2,3,1,3,3,1,2,2,2,3,0,1,0,1,0,1,1,1,5,4,4,1,1,5,2,7,9,10
"559",2,2,17,1,1,2,2,2,3,3,1,2,2,1,0,0,0,0,1,1,0,0,1,5,5,5,3,5,5,0,8,13,10
"560",2,2,18,1,1,2,1,0,1,1,1,3,3,1,1,1,1,0,0,1,1,0,0,4,3,2,1,1,4,0,12,12,13
"561",2,2,17,1,1,2,1,1,3,4,1,2,2,1,0,0,1,0,1,0,1,1,1,4,5,5,1,3,2,0,10,9,10
"562",2,2,18,2,2,2,1,1,1,1,1,2,2,2,0,0,1,0,1,1,1,0,0,4,3,3,1,4,5,6,10,9,10
"563",2,1,16,NA,2,2,2,2,3,4,1,1,1,2,0,0,0,0,1,1,1,0,1,5,4,3,1,1,1,0,11,13,12
"564",2,2,17,2,1,2,2,2,3,3,1,2,1,1,1,0,0,0,1,1,1,0,1,1,2,1,2,3,5,0,7,0,0
"565",2,2,16,1,1,2,3,2,4,3,1,1,2,1,0,0,0,0,0,1,1,1,0,4,5,5,2,3,5,2,11,9,10
"566",2,2,16,1,2,2,1,1,1,3,1,2,2,1,0,0,0,0,1,1,1,1,0,4,5,5,2,4,5,0,10,10,9
"567",2,2,18,1,1,2,1,1,4,3,1,3,2,1,1,0,1,0,0,1,0,1,1,5,3,3,2,3,5,2,9,7,9
"568",2,2,18,1,1,2,3,2,4,3,1,2,1,1,1,0,0,0,0,1,0,1,0,2,3,1,2,2,5,0,4,0,0
"569",2,2,19,2,1,2,3,2,1,4,1,2,2,1,3,0,0,0,1,1,1,0,0,3,2,1,1,1,3,4,6,11,9
"570",2,2,18,2,1,2,3,3,1,1,1,2,1,2,2,0,1,0,1,1,0,1,0,4,4,5,1,3,3,9,4,8,8
"571",2,2,16,1,1,2,2,2,4,4,1,2,2,1,0,0,1,0,1,1,1,1,1,5,4,3,2,4,4,6,7,8,8
"572",2,2,19,2,1,2,2,1,1,3,1,3,2,1,3,0,0,0,1,0,0,1,1,4,4,3,1,3,5,4,8,9,9
"573",2,1,16,2,1,1,3,2,4,1,1,2,2,2,2,0,1,0,1,1,1,0,1,2,5,5,1,1,1,8,5,5,7
"574",2,1,17,2,1,2,1,1,3,1,1,2,1,1,0,0,1,0,1,1,1,0,0,4,3,2,1,2,5,9,7,9,10
"575",2,2,20,1,1,2,1,1,3,3,1,3,2,1,1,0,1,0,0,1,0,1,1,4,4,3,2,4,4,12,8,11,10
"576",2,1,18,NA,1,1,4,3,4,4,1,2,1,1,0,0,1,0,0,1,1,1,0,5,4,4,3,4,2,8,10,11,10
"577",2,2,18,1,1,2,3,2,3,3,1,2,2,1,0,0,1,0,0,0,1,1,0,2,5,5,5,5,5,8,9,10,11
"578",2,2,19,1,1,2,1,1,3,4,2,3,3,2,1,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,10,9,11
"579",2,2,17,2,1,2,3,3,2,3,1,2,2,2,1,0,1,0,0,1,1,1,0,4,5,4,2,3,3,4,8,9,10
"580",2,2,18,2,2,2,1,3,1,4,1,2,1,1,0,0,0,0,0,1,0,1,1,4,3,3,2,3,3,0,9,10,9
"581",2,2,19,1,1,2,1,1,3,3,2,3,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,9,10
"582",2,1,18,2,1,1,1,2,1,3,1,2,2,2,2,0,1,0,0,1,1,0,0,4,3,3,1,1,5,2,6,8,8
"583",2,1,19,2,2,1,1,1,1,3,1,2,1,1,0,0,1,0,0,1,0,0,0,1,4,4,1,1,5,0,6,8,7
"584",2,1,18,1,1,2,2,2,3,3,3,2,2,1,1,0,0,0,0,1,0,1,1,5,5,5,1,1,3,0,8,6,0
"585",2,1,17,1,1,2,0,0,1,3,1,2,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11,11
"586",2,1,17,1,2,1,3,1,3,1,1,3,2,3,0,0,1,1,0,1,0,0,0,4,2,3,2,2,3,5,8,7,8
"587",2,1,17,2,1,2,4,2,5,4,2,2,1,2,0,1,1,0,1,1,1,1,0,5,5,5,1,3,5,0,8,8,0
"588",2,1,18,1,2,2,2,2,4,4,1,2,1,2,1,0,1,0,1,1,1,1,0,2,3,3,1,2,4,3,7,6,8
"589",2,1,17,2,1,2,4,1,2,1,1,2,1,1,0,0,1,0,0,1,1,0,1,3,2,2,1,1,5,0,8,10,9
"590",2,1,17,2,2,2,1,2,1,3,1,1,1,1,0,0,0,0,0,1,1,1,0,5,5,1,1,1,3,0,7,10,10
"591",2,1,18,2,1,2,1,1,3,3,1,2,3,2,2,0,0,0,1,1,1,0,1,3,4,4,2,2,5,3,7,8,7
"592",2,1,18,2,1,2,2,2,4,1,4,1,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,1,1,2,12,13,14
"593",2,1,17,2,1,2,3,3,4,4,1,2,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,4,0,11,12,13
"594",2,1,18,2,2,1,1,2,1,3,4,2,2,2,0,0,0,0,0,1,1,1,0,4,4,3,1,2,4,0,12,13,14
"595",2,1,18,2,1,2,4,4,5,5,4,2,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,2,1,0,18,18,18
"596",2,2,18,2,2,2,4,4,4,3,4,2,1,1,0,0,1,0,1,1,1,1,0,5,4,5,1,1,5,3,17,17,17
"597",2,1,17,2,1,2,4,2,3,3,1,2,2,2,0,0,1,0,0,1,1,1,0,4,3,3,1,2,4,0,17,18,18
"598",2,1,18,1,1,2,2,2,1,3,1,2,3,2,1,0,0,0,1,1,1,0,1,4,3,3,1,1,4,0,9,0,0
"599",2,2,18,2,2,2,1,2,1,4,2,2,2,1,0,0,1,0,0,0,1,0,0,4,1,4,5,5,1,8,10,11,11
"600",2,2,18,1,1,2,4,4,1,4,3,2,3,1,0,0,1,1,1,1,1,1,1,2,5,5,1,1,1,5,12,13,14
"601",2,2,17,1,1,2,1,1,3,4,3,1,3,1,0,0,0,0,0,0,0,0,0,4,2,3,3,4,4,4,12,13,14
"602",2,1,18,2,1,2,2,2,3,3,1,2,2,2,0,0,1,0,0,0,1,1,1,1,3,1,1,1,2,4,8,8,10
"603",2,1,18,2,2,2,2,2,4,4,1,1,2,3,0,0,0,0,0,1,1,1,1,5,4,5,1,4,3,0,11,12,13
"604",2,1,18,1,2,1,4,2,5,3,4,2,1,2,0,0,0,0,1,1,1,1,1,5,3,1,1,1,5,0,5,0,0
"605",2,1,18,2,1,2,1,1,1,4,1,2,3,2,1,0,0,0,0,1,0,0,0,4,4,2,1,2,2,2,9,10,10
"606",2,1,19,2,1,2,1,1,1,4,3,1,2,1,1,0,0,0,0,1,0,0,0,5,5,5,2,3,2,0,5,0,0
"607",2,1,17,2,1,2,4,2,5,3,1,1,2,4,0,0,0,0,0,1,1,1,1,4,2,3,3,1,5,0,18,18,18
"608",2,1,17,1,2,1,2,1,4,3,4,2,2,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,2,5,11,11,12
"609",2,1,18,2,2,1,1,1,1,4,1,2,1,2,0,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2,8,10,11
"610",2,1,18,2,1,2,1,2,1,1,1,1,2,2,0,0,1,0,0,1,0,0,0,4,1,1,1,1,4,0,11,11,12
"611",2,1,19,1,1,1,1,1,1,1,1,3,2,2,3,0,1,0,1,1,0,0,1,3,5,4,1,4,1,0,8,0,0
"612",2,1,18,1,1,2,2,2,4,3,2,2,2,3,0,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,14,14,15
"613",2,2,17,1,1,2,4,3,4,3,2,2,2,2,1,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,10,11,11
"614",2,1,18,NA,1,2,3,3,4,4,1,1,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,10,10
"615",2,1,17,1,1,2,4,4,5,4,3,1,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,2,12,12,12
"616",2,1,17,2,2,1,3,2,4,3,4,2,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,0,15,14,15
"617",2,2,18,2,2,2,1,1,3,4,2,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,2,14,13,14
"618",2,1,18,2,2,2,1,1,1,4,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,19,17,18
"619",2,1,18,1,2,1,1,2,1,3,1,2,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,16,15,15
"620",2,1,18,2,1,2,3,3,4,4,3,2,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,6,13,12,13
"621",2,1,17,2,2,2,4,4,1,1,1,2,1,2,0,0,1,0,1,1,1,1,1,2,3,4,1,1,1,4,15,14,15
"622",2,1,17,1,1,2,1,2,3,4,1,1,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,13,13,13
"623",2,2,18,1,1,2,1,3,1,3,1,2,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,0,8,10,9
"624",2,2,18,2,2,2,4,4,5,4,3,2,2,3,0,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,15,16,16
"625",2,1,17,1,1,2,1,1,3,4,4,2,3,1,1,0,1,0,0,1,1,1,1,5,2,1,1,2,1,0,8,8,9
"626",2,1,18,2,1,2,2,3,1,4,1,1,2,1,0,0,1,0,0,1,1,1,1,5,2,3,1,2,4,0,10,10,10
"627",2,1,18,1,1,2,4,4,3,5,3,1,3,2,0,0,1,0,0,0,1,1,1,3,2,2,4,2,5,0,7,5,0
"628",2,2,18,1,2,2,1,2,1,4,3,1,3,1,0,0,1,0,1,1,0,1,1,4,3,3,2,3,3,3,9,10,10
"629",2,1,17,2,1,2,2,2,3,1,2,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,10,11,12
"630",2,1,17,NA,1,2,1,2,3,3,1,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4,7,8,9
"631",2,1,18,1,2,2,4,4,3,3,4,2,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,15,17,17
"632",2,1,18,1,1,2,1,1,3,3,2,2,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,4,10,11,12
"633",2,1,19,1,1,2,1,1,1,3,1,3,2,2,1,0,1,0,0,1,1,1,1,4,3,3,1,1,3,4,7,8,9
"634",2,1,18,1,2,2,4,4,5,4,1,2,1,2,0,0,0,0,1,1,1,1,0,5,4,3,3,4,2,1,13,14,14
"635",2,1,18,2,1,2,3,3,3,3,2,2,1,2,0,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1,16,16,16
"636",2,1,17,1,1,2,3,1,1,3,4,2,1,2,0,0,1,0,1,0,1,1,0,4,5,4,2,3,1,10,8,9,9
"637",2,2,18,NA,1,2,4,4,5,5,2,1,1,2,0,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,17,18,19
"638",2,2,18,1,1,2,2,1,3,3,3,2,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,0,7,7,0
"639",2,2,17,2,1,2,2,3,3,4,2,1,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,4,14,15,16
"640",2,2,19,1,1,2,1,1,3,4,3,2,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,5,8,0
"641",2,2,18,1,1,2,4,2,3,3,2,1,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,0,7,7,0
"642",2,1,18,1,1,2,2,2,1,3,3,2,2,3,0,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0,14,17,15
"643",2,1,17,2,1,2,4,3,5,3,3,2,2,2,0,0,0,0,0,1,1,1,0,5,5,4,1,1,1,0,6,9,11
"644",2,1,18,1,1,2,4,4,5,1,4,2,3,1,0,0,1,0,1,1,1,1,1,4,4,3,2,2,5,4,7,9,10
"645",2,1,19,1,1,2,2,3,4,3,1,2,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,4,10,11,10
"646",2,1,18,2,2,2,3,1,5,4,1,2,1,2,0,0,1,0,0,1,1,1,0,4,3,4,1,1,1,4,15,15,16
"647",2,1,18,2,1,2,1,1,3,3,1,2,2,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1,5,6,11,12,9
"648",2,2,17,2,2,2,3,1,4,4,1,2,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,6,10,10,10
"649",2,2,18,1,2,2,3,2,4,3,1,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,4,10,11,11
